Topic_Folder,Source_File,Sentence,Extracted_Aspects,Sentiment,Confidence_Score
Algorithms,PYIPEW_algorithms.txt,"So, yeah.",No clear aspect,Neutral,0.6129
Algorithms,OSF8B7_algorithms.txt,"TikTok, I found a lot of small artists that I really like because they'll pop up and then I follow them.","i, a lot, small artists, that, i, they, i, them",Positive,0.9644
Algorithms,OSF8B7_algorithms.txt,They do like the Discover mix.,"they, the discover mix",Neutral,0.5153
Algorithms,OSF8B7_algorithms.txt,They'll renew it every week.,"they, it",Neutral,0.8747
Algorithms,OSF8B7_algorithms.txt,I used to listen to it a lot more.,"i, it",Positive,0.4956
Algorithms,OSF8B7_algorithms.txt,I've never really found anything I loved off of it.,"i, anything, i, it",Negative,0.5004
Algorithms,OSF8B7_algorithms.txt,Like the only thing I've ever found was it would take bands I already listened to.,"the only thing, i, it, bands, i",Neutral,0.7271
Algorithms,OSF8B7_algorithms.txt,"And sometimes if they had newer music I hadn't listened to yet, it would be on there and I'd like that.","they, newer music, i, it, i, that",Positive,0.6138
Algorithms,OSF8B7_algorithms.txt,But most of the straight out recommendations I did not enjoy.,"the straight out recommendations, i",Negative,0.9036
Algorithms,OSF8B7_algorithms.txt,"Sure, yeah.",No clear aspect,Positive,0.5765
Algorithms,OSF8B7_algorithms.txt,Or it was just really indifferent too.,it,Negative,0.6505
Algorithms,OSF8B7_algorithms.txt,Especially modern rap.,especially modern rap,Neutral,0.7834
Algorithms,OSF8B7_algorithms.txt,I hate modern rap.,"i, modern rap",Negative,0.9696
Algorithms,OSF8B7_algorithms.txt,And it kept trying to recommend that to me.,"it, that, me",Neutral,0.6411
Algorithms,OSF8B7_algorithms.txt,So I kept thumbs downing it.,"i, thumbs, it",Negative,0.6369
Algorithms,OSF8B7_algorithms.txt,And finally it stopped giving me rap songs.,"it, me, rap songs",Negative,0.749
Algorithms,OSF8B7_algorithms.txt,"But then the other ones, a lot of the time it","but then the other ones, a lot, the time, it",Neutral,0.725
Algorithms,OSF8B7_algorithms.txt,"But then the other ones, a lot of the time it would just be like bland.","but then the other ones, a lot, the time, it",Negative,0.7023
Algorithms,OSF8B7_algorithms.txt,"Weird term for music, but just be like, I would listen to it if it was on, but I wouldn't go out of the way to put it on.","music, i, it, it, i, the way, it",Neutral,0.4826
Algorithms,OSF8B7_algorithms.txt,Sure.,No clear aspect,Neutral,0.4753
Algorithms,OSF8B7_algorithms.txt,Like background music-ish.,background music-ish,Neutral,0.8195
Algorithms,OA8J4N_algorithms.txt,But sometimes I do like the generated ones.,"i, the generated ones",Positive,0.5425
Algorithms,OA8J4N_algorithms.txt,Like sometimes my Apple Music will be playing songs I hear all the time.,"my apple music, songs, i",Neutral,0.4952
Algorithms,OA8J4N_algorithms.txt,So I'll do like a random playlist that's like in a genre that I like.,"i, a random playlist, that, a genre, that, i",Positive,0.5986
Algorithms,OA8J4N_algorithms.txt,So there's already auto-generated songs like curated and a mix together.,auto-generated songs,Neutral,0.855
Algorithms,9772KI_algorithms.txt,"Yeah, I like, I use Spotify, so I like sometimes just listening to like what is recommended for me.","i, i, spotify, i, what, me",Positive,0.8627
Algorithms,J0QRGC_algorithms.txt,"I listen to a lot of music on Spotify, so sometimes I just like search for a genre and like look through some playlists.","i, a lot, music, spotify, i, a genre, some playlists",Positive,0.5106
Algorithms,J0QRGC_algorithms.txt,"But I also use also like social media, sometimes I find these songs that way.","i, social media, i, these songs",Neutral,0.7874
Algorithms,J0QRGC_algorithms.txt,"Just by coincidence, I guess.","coincidence, i",Neutral,0.7488
Algorithms,J0QRGC_algorithms.txt,"But I also, sometimes when I'm, I know that I'm trying to get into a specific genre, I go to a website, I don't know if you've heard of it, it's called every noise.com.","i, i, i, i, a specific genre, i, a website, i, you, it, it",Neutral,0.8283
Algorithms,J0QRGC_algorithms.txt,"And it has, like, I think it uses, whatever like data from Spotify, but it kind of just like, it's kind of just a giant list of every genre that you could possibly think of.","it, i, it, whatever, data, spotify, it, it, just a giant list, every genre, that, you",Neutral,0.7386
Algorithms,IIW3F8_algorithms.txt,I feel like it depends.,"i, it",Neutral,0.8109
Algorithms,IIW3F8_algorithms.txt,Sometimes I'm A Spotify girl.,"i, a spotify girl",Neutral,0.7683
Algorithms,IIW3F8_algorithms.txt,"So like I'll hit shuffle on my playlist or whatever, but then I'll let it play into the like suggested songs.","i, shuffle, my playlist, whatever, i, it, the like suggested songs",Neutral,0.7438
Algorithms,IIW3F8_algorithms.txt,"And sometimes I will just, like I'll look up one song that I want","i, i, one song, that, i",Neutral,0.6196
Algorithms,IIW3F8_algorithms.txt,and then it'll play songs that are similar to that.,"it, songs, that, that",Neutral,0.8782
Algorithms,IIW3F8_algorithms.txt,"So that's usually how I find new music, but it's also like my friends have similar music tastes and sometimes I'll hear a song","that, i, new music, it, my friends, i, a song",Positive,0.7471
Algorithms,IIW3F8_algorithms.txt,"and I'm like, whoa, what is that?","i, what, that",Neutral,0.6187
Algorithms,IIW3F8_algorithms.txt,And then I'll like look at it on my own.,"i, it",Neutral,0.7199
Algorithms,IIW3F8_algorithms.txt,"But a lot of it is just like, This is a playlist that I like, but I want to get new music, so I'll hit the very last song and then let it give me suggested songs.","a lot, it, this, a playlist, that, i, i, new music, i, the very last song, it, me, suggested songs",Positive,0.6922
Algorithms,IIW3F8_algorithms.txt,Yeah.,No clear aspect,Neutral,0.5491
Algorithms,IIW3F8_algorithms.txt,"So, yeah.",No clear aspect,Neutral,0.6129
Algorithms,V4HSKU_algorithms.txt,"when it came to the computer algorithm, I felt myself not wanting to like pay as much attention to the song or not wanting to enjoy it, or like not needing to enjoy it as much because I didn't have any like personal connection to anyone at least that was in the room.","it, the computer algorithm, i, myself, as much attention, the song, it, it, i, any, personal connection, anyone, that, the room",Negative,0.6744
Algorithms,V4HSKU_algorithms.txt,"Yeah, that's a good question because sometimes I just, I don't really know.","that, a good question, i, i",Neutral,0.4704
Algorithms,V4HSKU_algorithms.txt,Sometimes I just kind of pick my favorite music and just have that match the vibe of whatever I'm feeling.,"i, my favorite music, that, the vibe, whatever, i",Positive,0.6727
Algorithms,V4HSKU_algorithms.txt,Yeah.,No clear aspect,Neutral,0.5491
Algorithms,V4HSKU_algorithms.txt,"But a lot of times I, don't know actually, I think it's kind of random just maybe what I haven't listened to in a while between all my playlists or I use Spotify and I have the Discover Weekly playlist that comes out with like 20 new songs that you never listened to on your Spotify account based on what you might listen to.","a lot, times, i, i, it, what, i, a while, all my playlists, i, spotify, i, the discover weekly playlist, that, 20 new songs, that, you, your spotify account, what, you",Neutral,0.6006
Algorithms,V4HSKU_algorithms.txt,"So I use that a lot, like just at the beginning of the week to listen to some new songs and then incorporate that into my playlist.","i, that, a lot, the beginning, the week, some new songs, my playlist",Positive,0.5027
Algorithms,V4HSKU_algorithms.txt,So I feel like I always resort to that when I don't feel a specific vibe or what I want to listen to.,"i, i, that, i, a specific vibe, what, i",Negative,0.587
Algorithms,V4HSKU_algorithms.txt,"Yes, I do.",i,Positive,0.5486
Algorithms,V4HSKU_algorithms.txt,I used to Discover Weekly A lot.,"i, discover weekly",Neutral,0.8827
Algorithms,V4HSKU_algorithms.txt,"And then, through other people too, and through specifically that one friend who I know that, we listen to a lot of bluegrass, that's the music I was kind of referring to, is that we have similar tastes in that.","other people, who, i, we, a lot, bluegrass, that, the music, i, we, similar tastes, that",Positive,0.5982
Algorithms,V4HSKU_algorithms.txt,"And I love finding new bluegrass music, so I get it from her a lot.","i, new bluegrass music, i, it, her",Positive,0.9852
Algorithms,V4HSKU_algorithms.txt,"My parents too, we all have kind of similar music tastes, but I think on a day-to-day basis, the Discover Weekly, or like the, I guess it's like Spotify generated playlist that they put on your homepage based on what you listen to.","we, all, kind of similar music tastes, i, day, the, i, it, generated playlist, they, your homepage, what, you",Neutral,0.6565
Algorithms,V4HSKU_algorithms.txt,just to see if something new is good.,something,Neutral,0.754
Algorithms,V4HSKU_algorithms.txt,And obviously the algorithm knows what I like to listen to.,"the algorithm, what, i",Neutral,0.6149
Algorithms,PF65TG_algorithms.txt,I use the radio.,"i, the radio",Neutral,0.7904
Algorithms,PF65TG_algorithms.txt,I have my own CDs I put in my car.,"i, my own cds, i, my car",Neutral,0.8401
Algorithms,PF65TG_algorithms.txt,"And then, well, I don't have Spotify Premium, but I'll listen to like the daily mix they'll make or like some of those other kind of like other playlists that they make, which I like.","i, premium, i, the daily mix, they, some, those other kind, other playlists, that, they, which, i",Positive,0.8608
Algorithms,PF65TG_algorithms.txt,I think most of the time they play like music that I've heard of before.,"i, the time, they, music, that, i",Neutral,0.7666
Algorithms,PF65TG_algorithms.txt,So sometimes I get a little frustrated that it's like no new song.,"i, it, no new song",Negative,0.9202
Algorithms,NX3IYL_algorithms.txt,"Yeah, I use, that's how I've found like a couple of my favorite bands were just through some Spotify algorithms.","i, that, i, a couple, my favorite bands, some spotify algorithms",Positive,0.8268
Algorithms,NX3IYL_algorithms.txt,"But mainly the Spotify algorithm, because I do like a pretty specific type of music.","but mainly the spotify algorithm, i, a pretty specific type, music",Positive,0.6866
Algorithms,7D8BPD_algorithms.txt,So I really stick to what I know in my playlist.,"i, what, i, my playlist",Neutral,0.7272
Algorithms,7D8BPD_algorithms.txt,"And then once those playlists like get run through, my own like music platform will start suggesting music to me and I'll be like, oh, that's cool.","those playlists, my own like music platform, music, me, i, that",Positive,0.8179
Algorithms,5F2WAZ_algorithms.txt,"No, I don't really like to use those because I feel like they always just give you like, it'll be like the same songs.","i, those, i, they, you, it, the same songs",Negative,0.7287
Algorithms,5F2WAZ_algorithms.txt,Like I've had the conversation like with my friends,"i, the conversation, my friends",Neutral,0.8589
Algorithms,5F2WAZ_algorithms.txt,"And then they're like, does this song always come on like randomly in your algorithm?","they, this song, your algorithm",Neutral,0.7499
Algorithms,5F2WAZ_algorithms.txt,"I'm like, yeah.",i,Neutral,0.6307
Algorithms,5F2WAZ_algorithms.txt,"So I think it's just like, it's not really catered to me if they were trying to give me like a curated playlist, you know, even if they say it's like, based off of this, you might like this, they're probably showing that same playlist or like very similar to other people.","i, it, it, me, they, me, a curated playlist, you, they, it, this, you, this, they, that same playlist, other people",Neutral,0.7066
Algorithms,R5EXRJ_algorithms.txt,I guess I just noticed that like the computer algorithm was kind of weird.,"i, i, the computer algorithm",Negative,0.8183
Algorithms,R5EXRJ_algorithms.txt,"I liked the first one, cbut it definitely had a weird start to it","i, it, a weird start, it",Positive,0.5494
Algorithms,R5EXRJ_algorithms.txt,and then I really did not like the second one.,i,Negative,0.939
Algorithms,R5EXRJ_algorithms.txt,So I don't know.,i,Neutral,0.6297
Algorithms,R5EXRJ_algorithms.txt,It was interesting to see how it varied to my tastes.,"it, it, my tastes",Positive,0.823
Algorithms,R5EXRJ_algorithms.txt,"Was just really... for me, it was like the genre, like I don't like country music.","me, it, the genre, i, country music",Negative,0.8844
Algorithms,R5EXRJ_algorithms.txt,And so I heard a country song,"i, a country song",Neutral,0.7412
